北京,8
天津,2
河北,11
山西,9
内蒙古,6
辽宁,6
吉林,7
黑龙江,6
上海,3
江苏,25
浙江,19
安徽,12
福建,10
江西,13
山东,13
河南,14
湖北,13
湖南,10
广东,15
广西,8
海南,6
重庆,10
四川,15
贵州,8
云南,9
西藏,5
陕西,11
甘肃,6
青海,4
宁夏,4
新疆,14
